seqnames,start,end,width,strand,xHits,transcriptsHits,scoreSum,scoreMean,scoreMax,geneType,geneName,geneID,region,mir_IP,n_mir181,n_mir181a,n_mir181b,n_mir181c,n_mir181d,set,mir181BS_ID,WT,KO,geneID.2,geneName.1,region.1,counts.bs.1_KO,counts.bs.2_KO,counts.bs.3_KO,counts.bs.4_WT,counts.bs.5_WT,counts.bs.6_WT,geneID.1,counts.bg.1_KO,counts.bg.2_KO,counts.bg.3_KO,counts.bg.4_WT,counts.bg.5_WT,counts.bg.6_WT,resBs.baseMean,resBs.log2FoldChange,resBs.lfcSE,resBs.stat,resBs.pvalue,resBs.padj,resBg.baseMean,resBg.log2FoldChange,resBg.lfcSE,resBg.stat,resBg.pvalue,resBg.padj,tpm.counts.bg.1_KO,tpm.counts.bg.2_KO,tpm.counts.bg.3_KO,tpm.counts.bg.4_WT,tpm.counts.bg.5_WT,tpm.counts.bg.6_WT,BS_ID,tpm_support_KO,tpm_support_WT,tpm_supported,width_tx,transcript_type,transcript_support_level,transcript_id,all_seeds_200down,first_seed_200down.start,first_seed_200down.end,first_seed_200down.width,first_seed_200down.type,first_seed_200down.wobble,seed_repetitions.200down,seed_repetitions.200down.wobble
ENSMUST00000060404,3829,3835,7,*,3309,3118,10.299479999999999,5.1497399999999995,5.84868,mature protein_coding RNA,Tor1aip2,ENSMUSG00000050565,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27972,protein_coding,1,ENSMUST00000060404,,10,15,6,seed_6mer,FALSE,1,0
ENSMUST00000163892,2341,2347,7,*,3310,3200,59.656620000000004,14.914155000000001,35.1049,mature protein_coding RNA,4930523C07Rik,ENSMUSG00000090394,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35825,protein_coding,1,ENSMUST00000163892,,8,15,8,seed_8mer,TRUE,0,1
ENSMUST00000163892,2556,2562,7,*,3311,3200,22.54159,11.270795,15.2648,mature protein_coding RNA,4930523C07Rik,ENSMUSG00000090394,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35825,protein_coding,1,ENSMUST00000163892,,10,17,8,seed_8mer,FALSE,1,0
ENSMUST00000161609,7720,7726,7,*,3312,3214,2.144155,1.0720775,1.69104,mature protein_coding RNA,Rc3h1,ENSMUSG00000040423,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68561,protein_coding,1,ENSMUST00000161609,,179,186,8,seed_8mer,TRUE,0,1
ENSMUST00000027876,3106,3112,7,*,3313,3328,23.164572,5.791143,9.90171,mature protein_coding RNA,Scyl3,ENSMUSG00000026584,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25362,protein_coding,1,ENSMUST00000027876,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000027876,4160,4166,7,*,3314,3328,2.06137,1.030685,1.64213,mature protein_coding RNA,Scyl3,ENSMUSG00000026584,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25362,protein_coding,1,ENSMUST00000027876,,19,26,8,seed_8mer,FALSE,1,0
ENSMUST00000192047,3670,3676,7,*,3315,3338,100.83686,16.806143333333335,34.9393,mature protein_coding RNA,Sell,ENSMUSG00000026581,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200,protein_coding,1,ENSMUST00000192047,,21,28,8,seed_8mer,FALSE,1,0
ENSMUST00000159230,1812,1818,7,*,3316,3350,18.14517,6.04839,7.54239,mature protein_coding RNA,Slc19a2,ENSMUSG00000040918,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16315,protein_coding,1,ENSMUST00000159230,,7,13,7,seed_7mer_m8,TRUE,0,1
ENSMUST00000111432,1864,1870,7,*,3317,3401,25.73995,8.579983333333333,14.2998,mature protein_coding RNA,Creg1,ENSMUSG00000040713,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11563,protein_coding,1,ENSMUST00000111432,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000195656,2755,2761,7,*,3318,3586,4.9370899999999995,2.4685449999999998,2.77893,mature protein_coding RNA,Slamf6,ENSMUSG00000015314,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35656,protein_coding,1,ENSMUST00000195656,,25,31,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000124289,726,732,7,*,3319,3595,16.20544,8.10272,10.5314,mature protein_coding RNA,Copa,ENSMUSG00000026553,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27940,NA,5,ENSMUST00000124289,,7,12,6,seed_alt_38,FALSE,0,0
ENSMUST00000056136,3418,3424,7,*,3320,3632,140.1585,46.7195,81.3449,mature protein_coding RNA,Kcnj10,ENSMUSG00000044708,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32876,protein_coding,1,ENSMUST00000056136,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000052455,2898,2904,7,*,3321,3633,65.21346,21.73782,44.4621,mature protein_coding RNA,Pigm,ENSMUSG00000050229,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7554,protein_coding,NA,ENSMUST00000052455,,5,11,7,seed_7mer_m8,FALSE,1,2
ENSMUST00000193480,932,938,7,*,3322,3787,20.5761,3.42935,8.29,mature protein_coding RNA,Zbtb18,ENSMUSG00000063659,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6112,protein_coding,1,ENSMUST00000193480,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000070181,5253,5259,7,*,3323,3856,66.9871,22.32903333333333,46.9257,mature protein_coding RNA,Itpkb,ENSMUSG00000038855,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94318,protein_coding,1,ENSMUST00000070181,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000027792,1181,1187,7,*,3324,3934,7.1813199999999995,3.5906599999999997,5.63125,mature protein_coding RNA,Srp9,ENSMUSG00000026511,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7658,protein_coding,1,ENSMUST00000027792,,6,13,8,seed_8mer,FALSE,1,0
ENSMUST00000117245,4251,4257,7,*,3325,3939,7.729139999999999,2.57638,3.06939,mature protein_coding RNA,Trp53bp2,ENSMUSG00000026510,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53261,protein_coding,5,ENSMUST00000117245,,79,86,8,seed_8mer,TRUE,0,1
ENSMUST00000109166,1797,1803,7,*,3326,3967,5.073602,1.2684005,2.67537,mature protein_coding RNA,Aida,ENSMUSG00000042901,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28428,protein_coding,1,ENSMUST00000109166,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000045450,3215,3221,7,*,3327,4124,51.56179,12.8904475,30.7807,mature protein_coding RNA,Ints7,ENSMUSG00000037461,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48053,protein_coding,1,ENSMUST00000045450,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000045450,3350,3356,7,*,3328,4124,42.44768,7.074613333333334,16.2647,mature protein_coding RNA,Ints7,ENSMUSG00000037461,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7268,1,1,ENSMUSG00000037461,Ints7,utr3,3,3,1,13,15,7,ENSMUSG00000037461,547,791,456,1179,920,473,67.4543702192867,-1.619790756045252,0.60731163502095,8.771526686002161,0.0030596923954672524,0.06619103311572457,NA,NA,NA,NA,NA,NA,91.24665815066191,94.94983176468136,95.08748742313567,125.46234048344282,121.07644339629319,114.83332544884416,ENSMUSG00000037461.bs4,3,3,TRUE,48053,protein_coding,1,ENSMUST00000045450,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000088658,1151,1157,7,*,3329,4315,17.057534999999998,5.685845,13.6565,mature protein_coding RNA,Mybl1,ENSMUSG00000025912,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32795,protein_coding,1,ENSMUST00000088658,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000057438,4720,4726,7,*,3330,4320,22.80766,5.701915,12.2767,mature protein_coding RNA,Vcpip1,ENSMUSG00000045210,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29761,protein_coding,1,ENSMUST00000057438,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000081713,1413,1419,7,*,3331,4378,3.035546,0.7588865,1.14211,mature protein_coding RNA,Ncoa2,ENSMUSG00000005886,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233335,protein_coding,1,ENSMUST00000081713,,52,58,7,seed_7mer_a1,FALSE,1,0
ENSMUST00000027068,341,347,7,*,3332,4397,42.92057,10.7301425,21.4612,mature protein_coding RNA,Tram1,ENSMUSG00000025935,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25213,protein_coding,1,ENSMUST00000027068,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000037998,3691,3697,7,*,3333,4526,0.2392214,0.1196107,0.197611,mature protein_coding RNA,Tram2,ENSMUSG00000041779,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82931,protein_coding,1,ENSMUST00000037998,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000129254,17,23,7,*,3334,4566,5.0092929999999996,2.5046464999999998,4.31436,mature protein_coding RNA,Smap1,ENSMUSG00000026155,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63394,protein_coding,1,ENSMUST00000129254,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000088310,935,941,7,*,3335,4644,4.7650939999999995,1.5883646666666666,2.8333,mature protein_coding RNA,Phf3,ENSMUSG00000048874,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60915,protein_coding,1,ENSMUST00000088310,,167,172,6,seed_6mer,FALSE,1,0
ENSMUST00000191329,2281,2287,7,*,3336,4645,15.730772,3.1461544,5.89416,mature protein_coding RNA,Phf3,ENSMUSG00000048874,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7167,protein_coding,3,ENSMUST00000191329,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000044455,7011,7017,7,*,3337,4703,29.005462,7.2513655,12.7378,mature protein_coding RNA,Zfp451,ENSMUSG00000042197,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22435,protein_coding,1,ENSMUST00000044455,,112,117,6,seed_alt_38,FALSE,1,0
ENSMUST00000185912,296,302,7,*,3338,4773,20.181266,6.727088666666666,10.0548,mature protein_coding RNA,Kansl3,ENSMUSG00000010453,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33428,protein_coding,1,ENSMUST00000185912,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000042161,3644,3650,7,*,3339,4849,15.00697,7.503485,8.65694,mature protein_coding RNA,Mgat4a,ENSMUSG00000026110,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96896,protein_coding,1,ENSMUST00000042161,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000042161,3652,3658,7,*,3340,4849,11.53365,5.766825,5.76974,mature protein_coding RNA,Mgat4a,ENSMUSG00000026110,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96896,protein_coding,1,ENSMUST00000042161,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000143636,130,136,7,*,3341,4852,8.29325,4.146625,4.24891,mature protein_coding RNA,Mgat4a,ENSMUSG00000026110,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51811,protein_coding,1,ENSMUST00000143636,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000195136,57,63,7,*,3342,4930,14.23897,4.746323333333334,7.06934,mature protein_coding RNA,Rnf149,ENSMUSG00000048234,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24888,NA,5,ENSMUST00000195136,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000188204,219,225,7,*,3343,5085,3.9431599999999998,1.3143866666666666,1.3581,mature protein_coding RNA,Nabp1,ENSMUSG00000026107,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7304,1,1,ENSMUSG00000026107,Nabp1,utr3,42,56,40,61,50,21,ENSMUSG00000026107,1882,2489,1484,2525,2302,1156,371.1145024629032,0.2915803503836437,0.19514813036555764,2.233125517811459,0.1350803523679573,0.5334673183466448,NA,NA,NA,NA,NA,NA,270.38604968473817,257.3224235565972,266.5185553328585,231.41738551522207,260.92288238902955,241.71280344980178,ENSMUSG00000026107.bs3,3,3,TRUE,7593,protein_coding,1,ENSMUST00000188204,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000069792,1649,1655,7,*,3344,5138,3.1467297,0.786682425,1.17363,mature protein_coding RNA,Nab1,ENSMUSG00000002881,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43386,protein_coding,1,ENSMUST00000069792,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000165066,1466,1472,7,*,3345,5430,25.77089,6.4427225,10.3721,mature protein_coding RNA,Ino80d,ENSMUSG00000040865,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66467,protein_coding,5,ENSMUST00000165066,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000165066,4408,4414,7,*,3346,5430,1.6441379999999999,0.8220689999999999,1.4137,mature protein_coding RNA,Ino80d,ENSMUSG00000040865,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66467,protein_coding,5,ENSMUST00000165066,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000165066,6452,6458,7,*,3347,5430,13.726489999999998,6.863244999999999,10.655,mature protein_coding RNA,Ino80d,ENSMUSG00000040865,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7324,1,1,ENSMUSG00000040865,Ino80d,utr3,25,37,30,48,33,14,ENSMUSG00000040865,2596,3339,1935,3218,2931,1794,299.3033341264888,0.20797903095247075,0.24559660009372458,0.7170376476121731,0.3971173368742884,0.7908476858186558,NA,NA,NA,NA,NA,NA,178.93444639996665,165.61274655686628,166.72438459197556,141.49635231727643,159.38493540094623,179.96533708587586,ENSMUSG00000040865.bs9,3,3,TRUE,66467,protein_coding,5,ENSMUST00000165066,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000027111,92,98,7,*,3348,5437,57.7138,19.237933333333334,23.5469,mature protein_coding RNA,Ndufs1,ENSMUSG00000025968,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33227,protein_coding,1,ENSMUST00000027111,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000097713,4997,5003,7,*,3349,5480,6.570931,1.64273275,2.9688,mature protein_coding RNA,Plekhm3,ENSMUSG00000051344,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167704,protein_coding,1,ENSMUST00000097713,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000097709,662,668,7,*,3350,5507,4.36109,2.180545,2.4529,mature protein_coding RNA,Idh1,ENSMUSG00000025950,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20566,protein_coding,1,ENSMUST00000097709,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000027146,383,389,7,*,3351,5567,12.309709999999999,6.1548549999999995,6.21326,mature protein_coding RNA,Ikzf2,ENSMUSG00000025997,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7333,1,1,ENSMUSG00000025997,Ikzf2,utr3,21,26,16,11,18,8,ENSMUSG00000025997,5176,7255,3912,7410,5622,2979,299.5292778961883,0.9225720631482724,0.31599552147735654,8.793956020914322,0.0030223014673999766,0.0655926914199095,5139.255365831524,0.21476880440076154,0.06799542530823606,3.1585772635022744,0.0015854127793920464,0.009898770145442725,544.1657831677793,548.861102908101,514.1202338275099,496.9642052231641,466.3049118847894,455.8108148450148,ENSMUSG00000025997.bs1,3,3,TRUE,154608,protein_coding,1,ENSMUST00000027146,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000027146,1670,1676,7,*,3352,5567,6.340781,3.1703905,5.89759,mature protein_coding RNA,Ikzf2,ENSMUSG00000025997,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154608,protein_coding,1,ENSMUST00000027146,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000170897,156,162,7,*,3353,5898,14.56051,4.853503333333333,6.25319,mature protein_coding RNA,Cul3,ENSMUSG00000004364,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53258,NA,3,ENSMUST00000170897,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000170897,347,353,7,*,3354,5898,196.70357,65.56785666666667,117.131,mature protein_coding RNA,Cul3,ENSMUSG00000004364,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53258,NA,3,ENSMUST00000170897,,25,30,6,seed_alt_38,TRUE,0,0
ENSMUST00000185909,13,19,7,*,3355,5980,29.57693,9.858976666666667,14.3094,mature protein_coding RNA,Trip12,ENSMUSG00000026219,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90093,NA,5,ENSMUST00000185909,,72,77,6,seed_alt_38,FALSE,0,0
ENSMUST00000127446,120,126,7,*,3356,6099,11.48044,5.74022,9.38597,mature protein_coding RNA,Hjurp,ENSMUSG00000044783,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,7352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3044,protein_coding,1,ENSMUST00000127446,,NA,NA,NA,NA,NA,NA,NA
